S,Size,AvgTime,AvgComparisons
2,10000,0.000578221,120469
3,10000,0.000489611,120462
4,10000,0.000500155,120530
5,10000,0.000431428,121508
6,10000,0.000399420,121508
7,10000,0.000421727,121508
8,10000,0.000412102,121508
9,10000,0.000410043,122494
10,10000,0.000338996,127006
11,10000,0.000367384,127006
12,10000,0.000351944,127006
13,10000,0.000348844,127006
14,10000,0.000366316,127006
15,10000,0.000376138,127006
16,10000,0.000353688,127006
17,10000,0.000371064,127006
18,10000,0.000347254,127006
19,10000,0.000347591,134144
20,10000,0.000335987,143305
21,10000,0.000348136,143305
22,10000,0.000317848,143305
23,10000,0.000344150,143305
24,10000,0.000332720,143305
25,10000,0.000321034,143305
26,10000,0.000328316,143305
27,10000,0.000332340,143305
28,10000,0.000332742,143305
29,10000,0.000365970,143305
30,10000,0.000345854,143305
31,10000,0.000323692,143305
32,10000,0.000314985,143305
33,10000,0.000328538,143305
34,10000,0.000346862,143305
35,10000,0.000306480,143305
36,10000,0.000304968,143305
37,10000,0.000355501,143305
38,10000,0.000338218,143305
39,10000,0.000337195,180803
40,10000,0.000314094,183406
41,10000,0.000311206,183406
42,10000,0.000361240,183406
43,10000,0.000326087,183406
44,10000,0.000327590,183406
45,10000,0.000343545,183406
46,10000,0.000403297,183406
47,10000,0.000365287,183406
48,10000,0.000313996,183406
49,10000,0.000315292,183406
50,10000,0.000349316,183406
51,10000,0.000333119,183406
52,10000,0.000336244,183406
53,10000,0.000312118,183406
54,10000,0.000348383,183406
55,10000,0.000314782,183406
56,10000,0.000311052,183406
57,10000,0.000316384,183406
58,10000,0.000348081,183406
59,10000,0.000318212,183406
60,10000,0.000326386,183406
61,10000,0.000351320,183406
62,10000,0.000313918,183406
63,10000,0.000328071,183406
64,10000,0.000329040,183406
65,10000,0.000364044,183406
66,10000,0.000316676,183406
67,10000,0.000329172,183406
68,10000,0.000430597,183406
69,10000,0.000347992,183406
70,10000,0.000347021,183406
71,10000,0.000348190,183406
72,10000,0.000338213,183406
73,10000,0.000354560,183406
74,10000,0.000322666,183406
75,10000,0.000343613,183406
76,10000,0.000338652,183406
77,10000,0.000403310,183406
78,10000,0.000363256,261064
79,10000,0.000386897,272219
80,10000,0.000414368,272219
81,10000,0.000381732,272219
82,10000,0.000423049,272219
83,10000,0.000395929,272219
84,10000,0.000344901,272219
85,10000,0.000360018,272219
86,10000,0.000345891,272219
87,10000,0.000423931,272219
88,10000,0.000378344,272219
89,10000,0.000374961,272219
90,10000,0.000413017,272219
91,10000,0.000363719,272219
92,10000,0.000362882,272219
93,10000,0.000383533,272219
94,10000,0.000376876,272219
95,10000,0.000380266,272219
96,10000,0.000342932,272219
97,10000,0.000378610,272219
98,10000,0.000378832,272219
99,10000,0.000350202,272219
100,10000,0.000385672,272219
101,10000,0.000376249,272219
102,10000,0.000417379,272219
103,10000,0.000362460,272219
104,10000,0.000374876,272219
105,10000,0.000352626,272219
106,10000,0.000342510,272219
107,10000,0.000348688,272219
108,10000,0.000352445,272219
109,10000,0.000404392,272219
110,10000,0.000369290,272219
111,10000,0.000377696,272219
112,10000,0.000379904,272219
113,10000,0.000373469,272219
114,10000,0.000407535,272219
115,10000,0.000363900,272219
116,10000,0.000407155,272219
117,10000,0.000366802,272219
118,10000,0.000370660,272219
119,10000,0.000366216,272219
120,10000,0.000369825,272219
121,10000,0.000354034,272219
122,10000,0.000368875,272219
123,10000,0.000382834,272219
124,10000,0.000361562,272219
125,10000,0.000372162,272219
126,10000,0.000392359,272219
127,10000,0.000361437,272219
128,10000,0.000364980,272219
129,10000,0.000345357,272219
130,10000,0.000372193,272219
131,10000,0.000346214,272219
132,10000,0.000416811,272219
133,10000,0.000404248,272219
134,10000,0.000361022,272219
135,10000,0.000348174,272219
136,10000,0.000373992,272219
137,10000,0.000383450,272219
138,10000,0.000348044,272219
139,10000,0.000343776,272219
140,10000,0.000344681,272219
141,10000,0.000346680,272219
142,10000,0.000382298,272219
143,10000,0.000362312,272219
144,10000,0.000383860,272219
145,10000,0.000399253,272219
146,10000,0.000389813,272219
147,10000,0.000386032,272219
148,10000,0.000378565,272219
149,10000,0.000365938,272219
150,10000,0.000382656,272219
